Inputs,Tool Outputs
"Append the seminar details to the note \""Project Reunion\"" in the \""Work\"" folder and then send an SMS to John and Sarah confirming the seminar time.","{'get_phone_number': ['Sarah'], 'append_note_content': ['Project Reunion', 'Seminar Details: [insert seminar details here]', 'Work'], 'send_sms': [['$1', '$2'], ""Confirmation: The seminar time has been set. Please check the 'Project Reunion' note for details.""], 'join': []}"
"Reply to the email from Emily regarding the project update with the attached file \""PresentationNotes.docx\"" and cc John for review.","{'get_email_address': ['John'], 'open_and_get_file_path': ['PresentationNotes.docx'], 'reply_to_email': [['$1'], 'Please find the attached project update notes for review.', ['$2']], 'join': []}"
"Create a reminder to complete the \""Essay\"" assignment due on Monday and write notes for it. Also, create a note with the essay prompts in the \""School\"" folder.","{'create_reminder': ['Complete Essay Assignment', '2025-06-02 23:59:59', ""Complete the 'Essay' assignment due on Monday."", '', 0, True], 'create_note': ['Essay Assignment Notes', 'Essay notes will be written here.', ''], 'join': []}"
"Create a note titled \""Travel Itinerary\"" with details about your trip to Paris next week, summarize the flight details from the PDF file \""FlightDetails.pdf\"", and show directions from your home to the airport in Apple Maps for driving.","{'create_note': ['Travel Itinerary', 'Details about my trip to Paris will be added here.', ''], 'open_and_get_file_path': ['FlightDetails.pdf'], 'summarize_pdf': ['$2'], 'append_note_content': ['Travel Itinerary', '$3', ''], 'maps_show_directions': ['', 'Airport', 'd'], 'join': []}"
"Open the note titled \""Important Match Plan\"" in the \""Work\"" folder.","{'open_note': ['Important Match Plan', 'Work'], 'join': []}"
"Open the document \""MonthlyReport.pdf,\"" compose a new email with the subject \""Monthly Report Review\"" to Sam, cc Jane, attach the report, and include a reminder to review the email tomorrow at 9:00 AM.","{'get_email_address': ['Jane'], 'open_and_get_file_path': ['MonthlyReport.pdf'], 'compose_new_email': [['$1'], ['$2'], 'Monthly Report Review', 'Please review the attached Monthly Report. Remember to provide your feedback by tomorrow at 9:00 AM.', ['$3']], 'join': []}"
"Compose a new email to Mike with the subject \""Meetup Details\"" and attach the \""VenueMap.pdf.\"" Also, include the location coordinates in the email's content for the meetup.","{'get_email_address': ['Mike'], 'open_and_get_file_path': ['VenueMap.pdf'], 'summarize_pdf': ['$2'], 'maps_open_location': ['$3'], 'compose_new_email': [['$1'], [], 'Meetup Details', '$4', ['$2']], 'join': []}"
"Find and note Sara's email address, and then get directions from current location to \""Golden Gate Park\"" for a walk.","{'get_email_address': ['Sara'], 'create_note': [""Sara's Email"", '$1', ''], 'maps_show_directions': ['', 'Golden Gate Park', 'w'], 'join': []}"
"Please open the note titled \""Project Ideas\"" in the \""Work\"" folder and summarize the content of the \""ResearchProposal.pdf\"" document.","{'open_note': ['Project Ideas', 'Work'], 'open_and_get_file_path': ['ResearchProposal.pdf'], 'summarize_pdf': ['$2'], 'join': []}"
Send a quick SMS to Mark and Emily wishing them a great day!,"{'get_phone_number': ['Emily'], 'send_sms': [['$1', '$2'], 'Hope you both have a great day!'], 'join': []}"
"Send an email to Emily with the subject \""Game Tomorrow\"" and attach the document \""Schedule.docx.\"" In the email content, include the map location for the protest, and finally, show walking directions from your current location to the protest spot in Apple Maps.","{'get_email_address': ['Emily'], 'open_and_get_file_path': ['Schedule.docx'], 'maps_open_location': ['protest spot'], 'compose_new_email': [['$1'], [], 'Game Tomorrow', ""Hi Emily,\n\nPlease find the attached schedule for the game tomorrow. Also, here's the location for the protest we discussed."", ['$2']], 'maps_show_directions': ['', 'protest spot', 'w'], 'join': []}"
"Open Apple Maps and search for directions to the \""Golden Gate Bridge\"" in San Francisco.","{'maps_show_directions': ['', 'Golden Gate Bridge, San Francisco, CA', 'd'], 'join': []}"
"Send a quick message to Sara and Mark with the summary of the \""ProjectProposal.pdf\"" and open the location of Beckett Park in Apple Maps for the upcoming gathering.","{'get_email_address': ['Mark'], 'open_and_get_file_path': ['ProjectProposal.pdf'], 'summarize_pdf': ['$3'], 'compose_new_email': [['$1', '$2'], [], 'Summary of Project Proposal', '$4', []], 'maps_open_location': ['Beckett Park'], 'join': []}"
"Compose an email to Mark and Sarah with the subject \""Course Tomorrow\"" and attach the presentation file. Include the map location for the reunion in the email context.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['presentation'], 'maps_open_location': ['reunion'], 'compose_new_email': [['$1', '$2'], [], 'Course Tomorrow', 'Please find the attached presentation for our course tomorrow. The location for the reunion is as follows: ', ['$3']], 'join': []}"
"Show me the walking directions from \""LaGuardia\"" to \""Times Square\"" on Apple Maps.","{'maps_show_directions': ['LaGuardia', 'Times Square', 'w'], 'join': []}"
"Compose an email to Sarah and John with the subject \""Performance Timetable\"" and attach the notes file \""PerformanceNotes.docx\"". In the email context, include the location of the seminar at \""Central Conference Room\"" and a link to the Zoom seminar.","{'get_email_address': ['John'], 'open_and_get_file_path': ['PerformanceNotes.docx'], 'maps_open_location': ['Central Conference Room'], 'get_zoom_meeting_link': ['Seminar', '2024-08-12 12:26:00', 60, ['$1', '$2']], 'compose_new_email': [['$1', '$2'], [], 'Performance Timetable', 'Please find the attached Performance Notes and the details for the seminar below:\n\nLocation: Central Conference Room\nZoom Link: $5', ['$3']], 'join': []}"
"Create a reminder to \""Buy Birthday Gift for Mom\"" by next Saturday, adding gift suggestions in the notes section, and set it as a high priority task. Then open the note containing the gift ideas for Mom and update it with the latest recommendations.","{'create_reminder': ['Buy Birthday Gift for Mom', '2024-04-07 23:59:59', 'Gift suggestions: jewelry, books, spa voucher', '', 1, True], 'open_note': ['Gift Ideas for Mom', ''], 'append_note_content': ['Gift Ideas for Mom', 'Latest recommendations: scented candles, cooking class voucher, personalized mug.', ''], 'join': []}"
"Create a reminder to \""Buy birthday gift for Mom\"" for next Friday, attach the gift ideas in the note named \""Gift Ideas\"" in the \""Shopping\"" folder, and open directions to the nearest mall on Apple Maps.","{'create_reminder': ['Buy birthday gift for Mom', '2024-02-29 09:00:00', ""Check the 'Gift Ideas' note for suggestions."", '', 0, True], 'open_note': ['Gift Ideas', 'Shopping'], 'maps_show_directions': ['', 'nearest mall', 'd'], 'join': []}"
"Open the file named \""Monthly Budget Report.xlsx\"".","{'open_and_get_file_path': ['Monthly Budget Report.xlsx'], 'join': []}"
"Open the file \""Get-togetherNotes.docx\"" and forward the latest email to John and Sarah with the document attached.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['Get-togetherNotes.docx'], 'forward_email': [['$1', '$2'], [], '', ['$3']], 'join': []}"
"Send an email to Alex and Sarah with a subject \""Town hall Recap\"" and with the match notes attached, and in the email context, include the location of the new office branch.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['match notes'], 'maps_open_location': ['new office branch'], 'compose_new_email': [['$1', '$2'], [], 'Town hall Recap', 'Please find the attached match notes. Also, below is the location for our new office branch:\n\n$4', ['$3']], 'join': []}"
"Add the itinerary for the team conference to the existing note \""Team Exhibition\"" in the \""Exhibitions\"" folder. Then, compose a new email to John and Emma with the subject \""Exhibition Outline\"" and attach the document \""Outline.pdf.\""","{'append_note_content': ['Team Exhibition', 'itinerary for the team conference', 'Exhibitions'], 'get_email_address': ['Emma'], 'open_and_get_file_path': ['Outline.pdf'], 'compose_new_email': [['$2', '$3'], [], 'Exhibition Outline', 'Please find the attached document for the exhibition outline.', ['$4']], 'join': []}"
"Open the note \""Shopping List\"" in the \""Personal\"" folder, append the items you need to buy today, and then check the location of the \""Grocery Store\"" in Apple Maps to plan your route.","{'open_note': ['Shopping List', 'Personal'], 'append_note_content': ['Shopping List', 'Items to buy today:', 'Personal'], 'maps_open_location': ['Grocery Store'], 'join': []}"
"Compose an email to Emma and Lucas with the subject \""Competition Details\"" and summarize the attached file \""ProjectReport.pdf\"" for them.","{'get_email_address': ['Lucas'], 'open_and_get_file_path': ['ProjectReport.pdf'], 'summarize_pdf': ['$3'], 'compose_new_email': [['$1', '$2'], [], 'Competition Details', '$4', ['$3']], 'join': []}"
"Forward the email with the summary of the \""ConferenceMinutes.pdf\"" to John and Emily.","{'get_email_address': ['Emily'], 'open_and_get_file_path': ['ConferenceMinutes.pdf'], 'summarize_pdf': ['$3'], 'forward_email': [['$1', '$2'], [], '$4', []], 'join': []}"
"Create a reminder to \""Buy Birthday Gift for Mom\"" by this Saturday with high priority. Then, create a note titled \""Gift Ideas\"" with suggestions and append additional ideas to the note in the \""Shopping\"" folder.","{'create_reminder': ['Buy Birthday Gift for Mom', '2024-10-22 23:59:59', '', '', 1, True], 'create_note': ['Gift Ideas', 'Suggestions:', 'Shopping'], 'append_note_content': ['Gift Ideas', 'Additional ideas.', 'Shopping'], 'join': []}"
"Show me the walking directions from my current location to \""The St. Regis\"" in Apple Maps.","{'maps_show_directions': ['', 'The St. Regis', 'w'], 'join': []}"
"Create a reminder titled \""Submit Project Proposal\"" due tomorrow by noon with 'Project details attached' as notes and append a reminder about the project presentation to the existing note \""Project Progress\"" in the 'Study' folder.","{'create_reminder': ['Submit Project Proposal', '2024-08-17 12:00:00', 'Project details attached', '', 0, False], 'append_note_content': ['Project Progress', 'Reminder: Prepare for the project presentation.', 'Study'], 'join': []}"
"Compose a new email to Jane and Mark with the subject \""Concert Details\"" and attach the file \""PresentationSlides.pdf.\"" Include the map location for the conference in the context.","{'get_email_address': ['Mark'], 'open_and_get_file_path': ['PresentationSlides.pdf'], 'maps_open_location': ['conference'], 'compose_new_email': [['$1', '$2'], [], 'Concert Details', '$4', ['$3']], 'join': []}"
"Open the file \""Campaign_Outline.docx\"" and create a new note titled \""Campaign Notes\"" in the \""Business\"" folder with the key discussion points for today's course.","{'open_and_get_file_path': ['Campaign_Outline.docx'], 'create_note': ['Campaign Notes', ""Key discussion points for today's course will be added here."", 'Business'], 'join': []}"
"Get the phone number for \""Alice\"" and then send her a text message wishing her a great day.","{'get_phone_number': ['Alice'], 'send_sms': [['$1'], ""Hi Alice, hope you're having a great day!""], 'join': []}"
"Open the document \""Essay_Finals.docx\"" and the note named \""Chemistry Formulas\"" in the \""Science\"" folder.","{'open_and_get_file_path': ['Essay_Finals.docx'], 'open_note': ['Chemistry Formulas', 'Science'], 'join': []}"
"Compose an email to John and Sarah regarding the weekly lesson outline. Attach the summary document \""PerformanceCalendar2023.docx\"" and include the map location of the lesson venue in the context. Also, create a note with the same lesson outline details in the \""Performances\"" folder.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['PerformanceCalendar2023.docx'], 'maps_open_location': ['lesson venue'], 'compose_new_email': [['$1', '$2'], [], 'Weekly Lesson Outline', 'Please find attached the weekly lesson outline and the map location of the lesson venue.', ['$3']], 'create_note': ['Weekly Lesson Outline', 'Please refer to the attached document for the detailed outline.', 'Performances'], 'join': []}"
"Open the note named \""Shopping List\"" in the \""Personal\"" folder, add milk to the list, and then send a reminder SMS about the updated list to Alice and Bob.","{'open_note': ['Shopping List', 'Personal'], 'append_note_content': ['Shopping List', 'Milk', 'Personal'], 'get_phone_number': ['Bob'], 'send_sms': [['$3', '$4'], ""Hi, the shopping list has been updated with 'milk'. Please check it.""], 'join': []}"
